S.NO,QUESTIONS,ANSWERS,LINKS
138,How do I add a new address to my account? ,"Need to update your address? No problem! On our websiteGo to ‘My Ocado’ on the Ocado.com homepage and click on Account Settings. Then, simply select 'Delivery Addresses' and 'Add new address' to enter your new delivery details. On our appJust as easy on our app too! Click the ‘Settings’ icon on the bottom right corner of your screen. Then select ‘Address Book’ and add your new address details. If there's an issue that means that we're not recognising your postcode, such as a new-build property, get in contact with us, here.",https://help.ocado.com/hc/en-us/articles/360017842711-How-do-I-add-a-new-address-to-my-account-
139,Can I have my shopping delivered to a different address? ,"Of course – you can have your shopping delivered wherever you like, as long as the postcode is in our delivery area.Go to your Account Settings page (or just Settings on the app) and go to your Address Book to add a new address. If it's outside of our delivery area, we'll let you know when you check the postcode.",https://help.ocado.com/hc/en-us/articles/360018128031-Can-I-have-my-shopping-delivered-to-a-different-address-
140,How do I opt out of Mother’s/ Father’s Day-related emails? ,"We understand some of our customers would rather not hear from us about certain days of the year. To opt-out of emails related to Mother’s Day, Father’s Day or both, please get in contact with us here.  Following the Contact Us form, choose, ‘I need to update my details’ and then, ‘I want to opt-out of some Ocado emails’.",https://help.ocado.com/hc/en-us/articles/4403032556050-How-do-I-opt-out-of-Mother-s-Father-s-Day-related-emails-
141,Can you pack raw meat separately? ,"Absolutely! This option is available for you to turn on or off in your Account Settings, under Delivery Preferences. Once you turn this option on, we'll separate these items from the other items in that bag. Please be aware that this does mean your order will contain more plastic carrier bags.Please note: more and more of our raw products come in he latest vacuum-packed, heat-sealed packaging. These are so robust hat they may be packed with the rest of your shopping, even if you've selected the option to separate raw products using additional bags. ",https://help.ocado.com/hc/en-us/articles/360009817577-Can-you-pack-raw-meat-separately-
142,Help with Passwords ,"Forgotten Password:When you try to log in, select the Forgotten your password? link. Follow the instructions and we'll email you a secure link so you can reset your password.Please note: AOL users may have emails blocked, so if you don't receive anything from us, please fill in our Contact Us form. This will allow us to prioritise your query and deal with it as quickly as possible. Changing your password:After logging in, go to 'Account Settings' under 'My Ocado', and click on Login Details. Here, you can update your password, email address or linked account information (Facebook, Paypal and Apple Pay).",https://help.ocado.com/hc/en-us/articles/360017847012-Help-with-Passwords
143,How do I request a refund? ,"We always aim to deliver your shop in perfect condition, so if damages happen, we want to know! If you've received an order in the last 7 days you can request a product refund quickly and easily if:You discover that there is something wrong with the product, such as packaging damage or a quality issue.It has not met the Life Guarantee displayed on our website.Simply select the 'Request refund' link from the Orders page and follow the instructions. Your feedback is really important to us. Regardless of the reason you need to request a refund, we always direct your concerns to the appropriate teams to help improve our products and services.If more than 7 days have passed and you can no longer see the ‘Request refund’ link, please fill in our Contact Us form. This will allow us to prioritise your query and deal with it as quickly as possible!Our Life Guarantee When you have a booked delivery slot, we show our guaranteed life for any perishable product. You will see this displayed just below the product image.LifeGuarantee.pngFor further information, take a look at our FAQs ‘What is your Life Guarantee?’Returns for perishable itemsUnless there's something wrong with the item, unfortunately, we can't offer a refund for any perishable items you change your mind about after your delivery.Our returns policy is in accordance with statutory rights under the Consumer Contracts Regulations. This might sound formal but simply means all our products must be of satisfactory quality, fit for purpose and as described. ",https://help.ocado.com/hc/en-us/articles/360017561952-How-do-I-request-a-refund-
144,Why can't I check out?,"We’re sorry to hear you're having issues at checkout, we’d like to get that sorted for you. Please check one of the following reasons: Occasionally a technical issue can prevent check out. We recommend giving it a couple of tries and then clearing your website data. For help with this, please read our FAQ, How do I clear cookies?If the issue persists, please chat to one of our Advisors, here - we're always happy to help!You might have started adding to a new order, rather than editing an existing one. To add to an existing order, find the order you’d like to edit by selecting Orders from the 'My Ocado' tab and click 'Edit'. You’ll be asked if you want to add the items in your trolley to this order. Find out more about how to edit an existing order here.The cut-off time for editing your order may have passed. Please check your texts and emails to see your cut-off time. Unfortunately, we can’t help you add any more items to that order if you've missed the cut-off. If you still have time to edit, click on the Ocado logo to go back to the homepage and try again.The delivery slot reservation may have expired. When you select a delivery slot, you have 60 minutes to check out before the reservation expires. If that's happened, the checkout button will grey out and you'll need to choose a new delivery slot before you can check out.You may not have reached the £40 minimum spend just yet.Your card may be due to expire on the day your delivery is due. We only take payment for an order when it's delivered, not when you complete your payment at the checkout. So, if your card is due to expire before we plan to take a payment, it may not be accepted. Unfortunately, we can't verify your new card either, as it can't be activated until your current card expires. If you think it may be something else, you'll need to contact your bank to make sure there are no other problems with your card. They will undertake the verification process on our behalf.Still having trouble? Get in touch with us, here.",https://help.ocado.com/hc/en-us/articles/360030441892-Why-can-t-I-check-out-
145,How do coupons work?,"Coupons are a great way to nab yourself extra savings by getting money off the total price shown, even when there's an offer. The best way to find coupons is to look at your Coupon page.Occasionally we'll also send coupons by email, or show them as you're checking out.",https://help.ocado.com/hc/en-us/articles/360003979318-How-do-coupons-work-
146,How to use a voucher,"At check out, you'll be prompted to add any voucher codes you may have. Simply enter your code (e.g. VOU1234567) in the text box and hit 'Add' – you'll see a green message to confirm.If there are any hiccups, you'll see a red message explaining the problem.Once you've added a code, you'll also see a 'Remove' button in case you change your mind.Please note: only one voucher code can be added per delivery. ",https://help.ocado.com/hc/en-us/articles/360017555732-Help-with-voucher-codes
147,How do I add a card to my account?,"There are two ways to add a card to your account:Go to your Account Settings under 'My Ocado' and select 'Payment Details'. Click on the 'Add payment type' button and enter your card details.You can also add a new card at Step 5 of the checkout. Simply, click on the 'Add a credit or debit card' link and enter your card details in the box provided. Then, when you move on to Step 6, you can store the details for future use.",https://help.ocado.com/hc/en-us/articles/360017838771-How-do-I-add-a-card-to-my-account-
148,Why isn't my card working?,"Usually, we take payment for your order when it's delivered, not when you checkout online. So, if your card is due to expire before your chosen delivery slot, your card may not be accepted.We will be able to verify a new payment method on your account once your current card has expired.Failed paymentIf you've made a payment for your Ocado shop and this fails, don't worry. You can log into your account and re-submit the payment by following the below steps:When you log in you’ll be greeted with a message advising your payment has been unsuccessfulClick Update payment detailsYou’ll see a screen to choose which payment method you’d like to useChoose your card or PayPal account (or add a new method), then click ‘Submit’We’ll now try to take payment again, which can take 24 hours to processPlease note: adding a new payment method to your ‘Stored payment details’ won’t automatically clear the outstanding payment, so please use the method above.If you think it may be something else, you'll need to contact your bank to make sure there are no other problems with your card. They will undertake the verification process on our behalf. ",https://help.ocado.com/hc/en-us/articles/360017841891-Why-isn-t-my-card-working-
149,Can I pay with a card that's not in my name?,You can use an alternative card as long as you have the card owner's permission.,https://help.ocado.com/hc/en-us/articles/360017842431-Can-I-pay-with-a-card-that-s-not-in-my-name-
150,Why isn't my voucher code working?,"Double-check the details on your voucher to make sure it's still valid. All our vouchers will have 'order by' dates, and some may have particular restrictions depending on what the voucher is for.Also, be sure to enter the code exactly as it appears. – the letters VOU must be in capitals as the system is case sensitive.Still having trouble? Get in contact with us, here. ",https://help.ocado.com/hc/en-us/articles/360017555732-Help-with-voucher-codes
151,How can I get a refund for missing items?,"You can request a refund quickly and easily if you discover that there's a product missing from your delivery.If you've received an order in the last 7 days, simply select the 'Request refund' link from the Orders page and follow the instructions.If more than 7 days have passed and you don't see the 'Request refund' link, please fill in our Contact Us form. This will allow us to prioritise your query and deal with it as quickly as possible.Still having trouble? Get in contact with us, here.",https://help.ocado.com/hc/en-us/articles/360017561972-How-can-I-get-a-refund-for-missing-items-
152,What is your returns policy for non-perishable products? ,"f you change your mind about a non-perishable item, you can return it to us for free within 28 days of your delivery. You can handback any unwanted items to your driver when they deliver your current order or if you’d like to return something from a previous order you can click here. Fill in the form and under ‘Reason for contact’, choose the ‘I have received an order’ option in the drop down menu. Then, under ‘My issue is’, choose the ‘I want to return an item’ from the drop down menu. We will then get in touch with next steps for your return.We do ask that you return products in their original packaging and unused. This means that if a product is sealed or has a hygiene seal, do not remove this seal until you’re sure that you’re keeping the item. If you need any help with a return, please contact us here. This will allow us to prioritise your query and deal with it as quickly as possible. ",https://help.ocado.com/hc/en-us/articles/360017561652-What-is-your-returns-policy-for-non-perishable-products-
153,Give feedback on damaged items ,"We’re always looking for ways to improve our service, so feedback is important to us. To give feedback about damaged items, please follow the process in the Refund FAQ. When requesting a refund, you’ll be given the chance to add feedback. Regardless of the reason you use for requesting a refund, we always get feedback about all product issues and use that to continually make improvements.",https://help.ocado.com/hc/en-us/articles/360016756798-Give-feedback-on-damaged-items
154,I've found an item that I told you was missing ,"Thanks for your honesty, we're glad to hear that you have now found the item. If you've only just requested the refund, please start a chat with us, here and we'll cancel the refund.If it was more than a day ago, a refund will already have been processed. Feel free to use the item in question.",https://help.ocado.com/hc/en-us/articles/360009836858-I-ve-found-an-item-that-I-told-you-was-missing
155,How do I make a complaint? ,"Please get in contact with us, here. This will allow us to prioritise your query and deal with it as quickly as possible.",https://help.ocado.com/hc/en-us/articles/360029017831-How-do-I-make-a-complaint-
156,Can I request a refund through the app?,"Of course. Just like on our website, if you’ve had an order delivered in the past 7 days you can request a refund through the app. Simply find the order on the app’s home screen or order page, then tap ‘Request refund’ to go through the quick step-by-step process.",https://help.ocado.com/hc/en-us/articles/360018236511-Can-I-request-a-refund-through-the-app-
157,Why isn’t the app working for me?,"If the Ocado app isn’t working the way it should, we suggest deleting your current version and then reinstalling it from your app store.If any problems persist after taking these steps, please get in contact with us here. ",https://help.ocado.com/hc/en-us/articles/360019575077-Why-isn-t-the-app-working-for-me-
158,Why am I not receiving notifications from the Ocado app?,"You may be able to enable push notifications within your phone’s settings. Head to your notification settings, look for ‘Ocado’, then enable ‘push notifications’. If you can’t solve this within your phone settings, there’s another way. Simply delete the Ocado app and then reinstall the app through your app store. You should receive a pop-up message on the app, after a couple of minutes, which will allow you to enable push notifications.",https://help.ocado.com/hc/en-us/articles/360019575097-Why-am-I-not-receiving-notifications-from-the-Ocado-app-
159,Will secure information about my Ocado account be held on my device?,"Definitely not. We never store any secure information like your password or QuickPIN in the app. That’s why we always ask you for this information as you check out, or when you’re booking a delivery slot.",https://help.ocado.com/hc/en-us/articles/360017962652-Will-secure-information-about-my-Ocado-account-be-held-on-my-device-
160,What is ‘Speedy checkout’?,"Speedy checkout lets you place an order without being asked to enter a password or QuickPIN. We recommend using Speedy checkout on a personal iOS device with a passcode or Touch ID enabled.To turn Speedy checkout on or off, go to Settings > Login and account security > Speedy checkout.",https://help.ocado.com/hc/en-us/articles/360018236651-What-is-Speedy-checkout-
161,What is ‘One-Click’?,"One-Click lets you add to an existing order without having to edit and check out again. It’s perfect if you’ve remembered something that’s missing from your order: just search for it in the app, look for the One-Click button and add it in a tap.You can add with One-Click until your order’s cut-off time – usually the night before your delivery is due. Check the app for the specific cut-off time for your order.",https://help.ocado.com/hc/en-us/articles/360017962492-What-is-One-Click-
162,I can’t see the One-Click button; why is this?,"You might have it turned off. Go to Settings > One-Click to turn it on.If One-Click is turned on but you still can’t see the button when you have an order placed, the order’s cut-off time may have passed. Remember to keep an eye on your email: every time you place an order we’ll send you a reminder of when your cut-off time is",https://help.ocado.com/hc/en-us/articles/360018237211-I-can-t-see-the-One-Click-button-why-is-this-
163,What is Ocado Regulars? ,"Our ‘Regulars’ feature lets you choose products to be added automatically to your trolley at the frequency you want.Here’s an example: let’s say you place an Ocado order every week. You need four pints of milk weekly, and a big box of cereal every fortnight.To save time shopping, you can choose your milk as a weekly Regular, and your cereal as a fortnightly Regular. Your Regular milk will be added to your trolley every Monday, and your cereal every other Monday, ready for you to do your shop and check out.",https://help.ocado.com/hc/en-us/articles/360018228611-What-is-Ocado-Regulars-
164,How does Regulars work? ,"It’s easy: get started by going to the Ocado Regulars page under 'Easy Shopping'. Then:1. Find a product you want to make a Regular.2. Hit ‘Choose’, then set the frequency and quantity.3. Your Regular will be added to your trolley the following Monday, then each Monday at the frequency you’ve chosen.",https://help.ocado.com/hc/en-us/articles/360017953652-How-does-Regulars-work-
165,Why should I use Regulars? ,"Ocado Regulars can save you time, and help make sure you never run out of the products you need.For example, instead of adding milk, eggs, and bread with every week, make your breakfast Favourites weekly Regulars and they'll be in your trolley every Monday – ready for you to finish shopping.For items you buy less frequently, like detergent or washing up liquid, try choosing monthly or two-monthly Regulars. You won’t have to worry about remembering to buy them because they'll be in your trolley already (along with your weekly breakfast goodies, of course).There’s no obligation to buy the Regulars that are added to your trolley. If you don’t want them, simply remove them before you check out and you won’t be charged.",https://help.ocado.com/hc/en-us/articles/360018228731-Why-should-I-use-Regulars-
166,How much will Regulars cost? ,"You don’t have to pay to use Regulars. It’s a free service for all Ocado shoppers.The products included in your Regulars are charged at the price shown on the day they’re added to your trolley. So, if a Regular is on offer when it’s added, you’ll pay the offer price.",https://help.ocado.com/hc/en-us/articles/360018228811-How-much-will-Regulars-cost-
167,Do offers apply to Regulars? ,"Yes, if a Regular is on offer when it's added to your trolley, that offer will apply. However, there are a few things to remember:• Depending on the type offer, you may need to change the quantity of the product in your trolley. For example: if you choose a dozen eggs as Regular, and they’re on a Buy One Add One Free offer one week, you’ll need to increase the quantity yourself to get the free extra dozen. We don’t do this automatically; we wouldn’t want to over-egg your shopping.• If the offer on a Regular expires while it’s in your trolley, we’ll still honour the offer when you check out.• If a Regular is not on offer when it’s added on a Monday, but becomes on offer while it’s in your trolley, you’ll need to change the quantity of the item to activate the new offer. Or, if you don’t want more than one, simply remove the Regular from your trolley and add it again to activate the new offer.",https://help.ocado.com/hc/en-us/articles/360018228871-Do-offers-apply-to-Regulars-
168,"Do I choose Regulars, or are they chosen for me? ","You’re in control: you choose the products you’d like to have as Regulars.If you’d like some inspiration, you can find recommended categories on the Ocado Regulars page.",https://help.ocado.com/hc/en-us/articles/360017953892-Do-I-choose-Regulars-or-are-they-chosen-for-me-
169,When are Regulars added to my trolley? ,Regulars are added to your trolley on Mondays (some time in the early hours when only computers are awake).Please note: this doesn't affect your deliveries: you can book a slot for any day of the week.,https://help.ocado.com/hc/en-us/articles/360018228991-When-are-Regulars-added-to-my-trolley-
170,I chose a product as a monthly Regular – when will it first be added to my trolley? ,"If you choose a monthly Regular today, it’ll be added to your trolley on the first available Monday, then on Monday in a month’s time (four weeks), then a month after that, and so on.If you’re choosing your Regulars on a Monday, they won't appear until the following Monday. (Regulars are added in the early hours of Monday morning, when only computers are awake.)",https://help.ocado.com/hc/en-us/articles/360017953992-I-chose-a-product-as-a-monthly-Regular-when-will-it-first-be-added-to-my-trolley-
171,Do I have to pay to use Regulars? ,"No, it’s a free service for all Ocado shoppers. You’ll only be charged for the Regular products you buy, not the service itself.",https://help.ocado.com/hc/en-us/articles/360018229091-Do-I-have-to-pay-to-use-Regulars-
172,Do I have to buy the Regulars that are added to my trolley?,"There’s no obligation to buy, it’s completely up to you. Regulars are for convenience only: they’re added to your trolley to help you shop faster. If you don’t fancy one of your Regulars one week, simply remove it from your trolley at any time.Was this article helpful?",https://help.ocado.com/hc/en-us/articles/360018229151-Do-I-have-to-buy-the-Regulars-that-are-added-to-my-trolley-
173,How can I change the frequency or quantity of my Regulars? ,There are two ways to do this:1. You can see all your Regulars on the Ocado Regulars page. Simply look for the product you’re after and change the frequency and quantity.2. Search for the product you’re after using the search bar. View the product details to change the quantity or frequency.,https://help.ocado.com/hc/en-us/articles/360018229871-How-can-I-change-the-frequency-or-quantity-of-my-Regulars-
174,"If I change the quantity of a Regular in my trolley, will that change the quantity in future? ","No, the quantity and frequency can only be changed on the Ocado Regulars page by selecting, 'Weekly', 'Fortnightly', 'Monthly' or 'Two Monthly' under each product.Please note: when you change quantity in your trolley, it will only affect the order you are placing.",https://help.ocado.com/hc/en-us/articles/360018230031-If-I-change-the-quantity-of-a-Regular-in-my-trolley-will-that-change-the-quantity-in-future-
175,I use Ocado Reserved – will my Regulars be added to my order automatically? ,"Ocado Reserved will attempt to automatically check out your chosen slot each week (or two weeks) using a 'suggested order'. This works separately from Ocado Regulars. To find out more about Ocado Reserved, please read our FAQ, 'What is Ocado Reserved?'.Regulars are only added to your trolley, not to an existing order. So, to add them to an Ocado Reserved order, you'll need to edit the order first. ",https://help.ocado.com/hc/en-us/articles/360017954792-I-use-Ocado-Reserved-will-my-Regulars-be-added-to-my-order-automatically-
176,What is your Bag Recycle Bonus?,"New government guidelines mean that carrier bags now cost 10p. We pay 10p back, with every bag that is returned to us. Together, we can make sure that every one of our bags is recycled using a closed-loop system so that new bags can be made from old ones.Here’s what you need to do to recycle your bags once you’ve got them:1) Count the number of Ocado bags you have leftover.2) Hand a bagful of carrier bags back to your driver (max. 99 bags).3) Tell the driver how many Ocado bags you’re handing back.Your bags will then be bought back based on that amount. We will recycle all carrier bags that you give to your driver, but you will only get a Bag Recycle Bonus on Ocado bags.If you want to find out more about our bag recycling scheme, our blog is a good place to start. You should know though that we don’t make any profit on our bag sales – it all goes straight back to the environment through great causes like WRAP and Trees for Cities.Carrier bags are currently the best way of keeping your groceries safe and avoiding waste. Thanks for doing your part to recycle them.",https://help.ocado.com/hc/en-us/articles/360018138031-What-is-your-Bag-Recycle-Bonus-
177,How does the Bag Recycle Bonus work?,"Simply follow the process below and we’ll discount 10p per bag from your final order total.Count the number of Ocado bags you have left over.Put them into one outer Ocado carrier bag, and hand this back to your driver (max. 99 bags).Tell the driver how many Ocado bags you’re handing back.The bags are recycled as part of our closed-loop process.You'll then receive an email confirming your new order total (with the discount applied). Please note that the bonus will not show on your account or receipt at the moment, please look out for the email called 'What you returned, and your new total'. We will recycle all carrier bags that you give to your driver, but you will only get a Bag Recycle Bonus on Ocado bags. We’ll send you an email confirming your bonus after your bags have been counted and processed. This should be on the same day that we deliver your shopping.",https://help.ocado.com/hc/en-us/articles/360018138071-How-does-the-Bag-Recycle-Bonus-work-
178,What bags are included in the Bag Recycle Bonus?,"We accept bags from other supermarkets as well as our own, including the grey pouches some of your non-grocery items arrive in, but you'll only receive the bonus for Ocado bags. We are currently exploring opportunities to increase our recycling rate further for film and thin plastics.",https://help.ocado.com/hc/en-us/articles/360017858812-What-bags-are-included-in-the-Bag-Recycle-Bonus-
179,Why are you charging me for carrier bags?,"The English government introduced a law in 2018 that requires all large retailers to charge for plastic carrier bags. It’s all part of a government initiative to reduce litter and help protect our environment.In May 2021 the charge increased to 10p per bag. We are staying in line with the current government legislation. As a result, our carrier bags cost 10p. We be buying back recycled bags for 10p. We will recycle all carrier bags that you give to your driver, but you will only get a Bag Recycle Bonus on Ocado bags.We don’t make any profit on these carrier bag sales. We put it all back into the environment through charitable organisations like WRAP and Trees for Cities.The legislation applies to all single-use plastic carrier bags, including the ones we use to deliver your groceries to you in tip-top condition.",https://help.ocado.com/hc/en-us/articles/360017856852-Why-are-you-charging-me-for-carrier-bags-
180,How much will I get charged for bags in my order?,"The legislation states that big retailers must now charge at least 10p for single-use plastic carrier bags.How much you are charged will vary depending on the size of your order, but we will only charge you for the exact number of bags used – there is no fixed charge. If it takes five bags to safely pack your order you'll be charged 50p. If it takes 6 bags, it'll be 60p. It's that simple.The total amount charged for bags will be shown on your receipt.",https://help.ocado.com/hc/en-us/articles/360018137671-How-much-will-I-get-charged-for-bags-in-my-order-
181,How do I get my Bag Recycle Bonus?,"Simply follow the process below and we’ll discount 10p per Ocado bag from your final order total.Count the number of Ocado bags you have left over.Put them into one outer Ocado carrier bag, and hand this back to your driver (max. 99 bags).Tell the driver how many Ocado bags you’re handing back.The bags are recycled as part of our closed-loop process.You'll then receive an email confirming your new order total (with the discount applied). We will recycle all carrier bags that you give to your driver, but you will only get a Bag Recycle Bonus on Ocado bags. We’ll send you an email confirming your bonus after your bags have been counted and processed. This should be on the same day that we deliver your shopping.",https://help.ocado.com/hc/en-us/articles/360017859112-How-do-I-get-my-Bag-Recycle-Bonus-
182,How much do I get back for each bag?,"New government guidelines mean that carrier bags now cost 10p. We pay 10p per bag that is returned to us. Together, we can make sure that every one of our bags is recycled using a closed-loop system so that new bags can be made from old ones.",https://help.ocado.com/hc/en-us/articles/360017858652-How-much-do-I-get-back-for-each-bag-
183,Where is the money from the carrier bag charge going?,The remaining funds gathered from the plastic carrier bag charge are used for supporting WRAP's education programs to help children to understand the importance of recycling. We also donate to Trees for Cities with the money collected. ,https://help.ocado.com/hc/en-us/articles/360017856972-Where-is-the-money-from-the-carrier-bag-charge-going-
184,What bags are included in the charge?,The legislation applies to single-use plastic carrier bags so you will only be charged for the standard bags we use to pack and deliver your shopping.,https://help.ocado.com/hc/en-us/articles/360017857012-What-bags-are-included-in-the-charge-
185,Are the bags you use to package non-grocery items included?,"No, they're not. The bags we use to package non-grocery items aren't classed as single-use plastic carrier bags under the new legislation, so there will be no charge for those.",https://help.ocado.com/hc/en-us/articles/360017857092-Are-the-bags-you-use-to-package-non-grocery-items-included-
186,Will I be charged for additional bags used to protect against spillage and contamination?,Definitely not. Food safety is really important so additional carrier bags used to protect your shopping will not be charged for.,https://help.ocado.com/hc/en-us/articles/360017857332-Will-I-be-charged-for-additional-bags-used-to-protect-against-spillage-and-contamination-
187,Can Ocado stop using so many carrier bags?,"We are doing everything we can to try and reduce the amount of plastic in our supply chain while staying mindful of our food freshness.For now, Ocado carrier bags are the best option for packing in our highly-automated warehouses and offer a hygienic barrier when transporting your goods. So we can deliver your shop swiftly and with minimal damages. ",https://help.ocado.com/hc/en-us/articles/360021697599-Can-Ocado-stop-using-so-many-carrier-bags-
188,Why do Ocado continue to use plastic bags?,"Our plastic bags help us efficiently deliver to our customers, preventing damage caused by spillages, and to keep groceries safe and hygienic as we transport them from our hi-tech warehouses and deliver them to the homes of our customers.We are trialling alternative methods but we are yet to find a suitable replacement. We've found that paper bags are less reliable (and take more energy to produce), and having no bags at all leads to more waste and, since deliveries take longer, would need more vans on our roads.Our focus is on making sure we take back and recycle and remake as many bags as we can through our closed loop recycling scheme that means we don't need to use any more plastic - we were the first grocery retailer to create our own recycling system of this kind. We refund customers 10p per bag they return, something we call a Bag Bonus.",https://help.ocado.com/hc/en-us/articles/360018137631-Why-do-Ocado-continue-to-use-plastic-bags-
189,Do you still accept bags from other supermarkets?,Do you still accept bags from other supermarkets?,https://help.ocado.com/hc/en-us/sections/360002503611-Carrier-bags-
190,Is there a maximum number of bags I can give you?,"You can hand your driver up to 99 bags at any one time.Please make sure you count your bags before packing them into a single bag for collection, then tell your driver how many bags you have. Our drivers can only collect one filled bag per delivery to be recycled.",https://help.ocado.com/hc/en-us/articles/360018139471-Is-there-a-maximum-number-of-bags-I-can-give-you-
191,Can I unpack the shopping and hand back the bags from the order being delivered?,"For now, our drivers will only take back bags from previous deliveries, and not the current order being delivered. Please hold onto all bags you receive in that delivery, and hand them back to your driver next time",https://help.ocado.com/hc/en-us/articles/360017859052-Can-I-unpack-the-shopping-and-hand-back-the-bags-from-the-order-being-delivered-
192,How and where do you recycle the bags that I hand back?,"Every time you return your bags to our delivery drivers, they're brought back to our warehouse where they're sorted. They are then recycled into new bags ready for another delivery. This all takes place within the UK, rather than being sent overseas – minimising carbon emissions from transportation. This is known as closed-loop bag recycling.We've always been committed to limiting any impact we may have on the environment, which is why we were the first UK grocery retailer to invest in closed-loop bag recycling.",https://help.ocado.com/hc/en-us/articles/360018139771-How-and-where-do-you-recycle-the-bags-that-I-hand-back-
193,How is your Bag Recycle Bonus connected to the Government legislation on carrier bag charging?,"It isn't directly. One is a voluntary incentive; the other is a new law. However, all the money we collect from bag charging will go to good causes here in the UK, including our new Bag Recycle Bonus.",https://help.ocado.com/hc/en-us/articles/360017859352-How-is-your-Bag-Recycle-Bonus-connected-to-the-Government-legislation-on-carrier-bag-charging-
194,What do I need to do to recycle my bags once I have got them?,"1) Count the number of Ocado bags you have leftover.2) Hand a bagful of carrier bags back to your driver (max. 99 bags).3) Tell the driver how many Ocado bags you’re handing back.Your bags will then be bought back based on that amount. We will recycle all carrier bags that you give to your driver, but you will only get a Bag Recycle Bonus on Ocado bags. We’ll send you an email confirming your bonus after your bags have been counted and processed. This should be on the same day that we deliver your shopping. If you want to find out more about our bag recycling scheme, our blog is a good place to start. You should know though that we don’t make any profit on our bag sales – it all goes straight back to the environment through great causes like WRAP and Trees for Cities.Carrier bags are currently the best way of keeping your groceries safe and avoiding waste. Thanks for doing your part to recycle them.",https://help.ocado.com/hc/en-us/articles/360017858652-How-much-do-I-get-back-for-each-bag-
195,Why are free range eggs currently unavailable in the UK?,"The Government, through the Department of the Environment, Food and Rural Affairs (DEFRA) imposed a housing order on poultry kept across England, with devolved authorities in Wales, Scotland and Northern Ireland following suit. This housing order was put in place for 16 weeks, in Autumn 2022. However, due to recent outbreaks, the housing order will remain in place after the 1st February, 2023.This means that free range hens and poultry must be kept inside, and eggs previously classified as free range must be classified as barn eggs.The reasoning is that, in doing so, contact between wild birds and farmed animals will be minimised – cutting the risk of the H5N8 strain of avian influenza (bird flu) that is now endemic across the European continent and infecting farms.At Ocado we wanted to reassure you that the free range birds that supply our eggs, even though they may be housed, continue to be reared to the highest standards of animal welfare.",https://help.ocado.com/hc/en-us/articles/9457433028114-Why-are-free-range-eggs-currently-unavailable-in-the-UK-
196,Sunflower oil substitution,"So we can maintain supply of certain food products, some products labelled as containing sunflower oil may instead contain refined rapeseed or other oils. This is due to the increasing sourcing challenges due to the conflict in Ukraine. Some of our suppliers have had to make the swap before being able to change their labels.Please be assured that where labels cannot be updated before the change is made, we will not use any oils that pose an allergenic risk.If you have any concerns regarding these substitutions, please contact the Customer Help teams of the product you’re concerned about and they will be happy to answer any questions.",https://help.ocado.com/hc/en-us/articles/5426158371730-Sunflower-oil-substitution
197,Frozen items are missing from my delivery,"Due to a shortage of dry ice, we’ve had to temporarily limit the amount of frozen products we’re able to deliver. We’re hoping to deliver the majority of those already ordered, and are working with suppliers to get things back to normal soon. We’re really sorry for the inconvenience in the meantime.If any items cannot be delivered with your shop we will let you know with the usual email and SMS (if you’re opted in) delivery reminder. We don’t charge you for your order until your driver has arrived at your door - any missing items will be taken off your final receipt total before you are charged, so you won’t need to contact us for a refund.",https://help.ocado.com/hc/en-us/articles/4413294942482-Frozen-items-are-missing-from-my-delivery
198,What are featured products?,"As you navigate through our site or use the search box, you will find that some products are marked as featured. This happens because the supplier has paid for their product to be a featured product or they have paid to appear at the top of search results when you use a particular search term. However, we also promote products by making them featured, even though a supplier hasn’t paid us to do so.",https://help.ocado.com/hc/en-us/articles/4407183344402-What-are-featured-products-
199,How do I find products?,"There are a number of ways you can search for products:1. By category. All the products we stock are grouped into categories. If you choose 'Browse Shop' at the top of the page, several new tabs will appear below it, each one representing a different group of products. If you hover over each new tab, you'll be able to see products grouped under that category. After clicking the category you're looking for, you can then use the 'Browse' box on the right-hand side to view specific aisles in that category.2. Product search. You'll find a search box in the top left-hand corner of the page (it's the one with the little magnifying glass symbol). So, if you're looking for a particular product, simply type the name of the item into the product search box and click on the green 'Search' button. You can search for a list of products too, simply click on the tab with the magnifying glass and four lines and type in what you're looking for.3. Favourites. After your first shop, we'll create a list of favourites for you based on what you like to buy. So, if you click on the 'Favourites' tab at the top of the page, you can browse through and shop from a list of groceries you've ordered before.4. Recipes. If you need a little inspiration, you'll find lots of exciting ideas in our Recipe section. Just click on the 'Recipes' tab in the top right-hand corner of your page.5. Wine. If it's a bottle of wine you're after, click on the 'Wine' tab at the top of the page to browse through our extensive range. You'll even find our handy 'Wine finder' box on the right-hand side if you need a little help.6. Offers. You can also search for groceries that are on offer using the 'Offers' tab at the top of the page.",https://help.ocado.com/hc/en-us/articles/360017847232-How-do-I-find-products-
200,Can I request a product?,Of course! Just fill in this form and your request will be sent to our Buying team for consideration. If enough people express an interest you may start seeing this product available to shop on our virtual shelves.,https://help.ocado.com/hc/en-us/articles/360003979458-Can-I-request-a-product-
